col_1,col_2,col_3
cultist,7,0.926
cultivable,10,0.455
cultivate,9,1.000
cultivated,10,1.000
cultivates,10,1.000
cultivating,11,1.000
cultivation,11,0.931
cults,5,1.000
cultural,8,1.000
culturally,10,1.000
culture,7,1.000
cultured,8,1.000
cultures,8,1.000
culture's,9,1.000
culvert,7,0.893
cumbersome,10,1.000
cumin,5,0.731
cummerbund,10,0.880
cumulate,8,0.739
cumulation,10,0.762
cumulative,10,1.000
cumulus,7,0.783
cuneiform,9,0.733
cunnilingus,11,0.450
cunning,7,1.000
cunningly,9,1.000
cup,3,1.000
cupbearer,9,0.923
cupboard,8,1.000
cupboards,9,0.964
cupcake,7,1.000
cupful,6,0.963
cupid,5,1.000
cupped,6,1.000
cups,4,1.000
curable,7,0.889
curate,6,0.889
curative,8,0.909
curator,7,0.963
curb,4,1.000
curbing,7,1.000
curbs,5,1.000
curbside,8,0.962
curd,4,0.964
curdle,6,1.000
curdling,8,0.963
curds,5,1.000
cure,4,1.000
cured,5,1.000
cures,5,1.000
curfew,6,1.000
Curie,5,0.808
curing,6,0.846
curio,5,0.808
curios,6,0.640
curiosity,9,1.000
curious,7,1.000
curiously,9,0.962
curl,4,1.000
curled,6,1.000
curler,6,0.962
curlers,7,0.964
curlicue,8,0.692
curling,7,1.000
curls,5,1.000
curly,5,1.000
curmudgeon,10,0.647
currant,7,0.808
currants,8,0.800
currencies,10,1.000
currency,8,1.000
current,7,1.000
currently,9,1.000
currents,8,1.000
curricula,9,0.957
curricular,10,0.833
curriculum,10,1.000
curriculums,11,0.857
curry,5,0.963
curse,5,1.000
cursed,6,1.000
curses,6,1.000
cursing,7,1.000
cursive,7,1.000
cursory,7,0.880
curt,4,0.964
curtail,7,0.889
curtailed,9,0.962
curtain,7,0.923
curtained,9,0.880
curtains,8,1.000
curtness,8,1.000
curtsy,6,0.852
curvaceous,10,1.000
curvaceously,12,0.875
curvature,9,1.000
curve,5,1.000
curved,6,0.966
curves,6,1.000
curving,7,0.962
cushion,7,0.963
cushioning,10,0.962
cushions,8,1.000
cushy,5,0.920
cusp,4,0.846
cuss,4,0.964
custard,7,1.000
Custer,6,1.000
Custer's,8,0.962
custodial,9,0.963
custodian,9,1.000
custody,7,1.000
custom,6,1.000
customarily,11,0.880
customary,9,1.000
customer,8,1.000
customers,9,1.000
customer's,10,1.000
customhouse,11,1.000
customs,7,0.964
cut,3,1.000
cutaneous,9,0.583
cutaway,7,1.000
cutback,7,1.000
cute,4,1.000
cuteness,8,1.000
cutest,6,1.000
cuticle,7,1.000
cutlass,7,0.963
cutlery,7,0.857
cutlet,6,0.889
cutlets,7,1.000
cutoff,6,1.000
cutout,6,0.964
cutouts,7,1.000
cuts,4,1.000
cutter,6,1.000
cutters,7,1.000
cutthroat,9,0.963
cutting,7,1.000
cuttings,8,1.000
cyanide,7,0.958
cybernetic,10,0.846
Cyclades,8,0.421
cycle,5,1.000
cycled,6,0.964
cycles,6,1.000
cyclic,6,0.917
cyclical,8,0.708
cyclist,7,0.966
cyclone,7,1.000
Cyclops,7,1.000
cyclorama,9,0.619
cyclotron,9,0.905
cylinder,8,1.000
cylinders,9,1.000
cylinder's,10,1.000
cylindrical,11,0.818
cymbal,6,0.852
cynic,5,0.963
cynical,7,1.000
cynically,9,0.963
cynicism,8,0.852
cynics,6,0.923
Cynthia,7,1.000
cypress,7,0.893
Cyprian,7,0.625
Cyprus,6,0.963
cyst,4,0.962
cysts,5,0.964
cytolysis,9,0.421
cytoplasm,9,1.000
czar,4,0.885
czarina,7,0.667
czarship,8,0.773
Czech,5,0.870
Czechoslovakia,14,0.885
dab,3,1.000
dabbed,6,0.963
dabbing,7,0.929
dabble,6,1.000
dabbled,7,1.000
dabbler,7,0.962
dabbles,7,1.000
dabbling,8,1.000
dachshund,9,0.652
dactyls,7,0.880
dad,3,1.000
Dadaism,7,0.706
daddy,5,1.000
daddy's,7,1.000
daffodil,8,0.926
daffodils,9,1.000
daft,4,0.929
dagger,6,0.929
daguerreotype,13,0.250
daily,5,1.000
daintily,8,0.889
dainty,6,0.958
daiquiri,8,0.783
dairy,5,0.964
dairymaid,9,0.964
dairyman,8,0.962
daises,6,0.760
daisies,7,1.000
daisy,5,1.000
Dakota,6,1.000
dale,4,1.000
dales,5,0.926
Dali,4,1.000
Dallas,6,1.000
dalliance,9,0.760
dally,5,0.704
Dalmatian,9,0.963
Dalton,6,0.964
dam,3,0.963
damage,6,1.000
damaged,7,1.000
damages,7,1.000
damaging,8,1.000
Damascus,8,0.870
damask,6,0.708
dame,4,0.964
dammed,6,0.929
damn,4,1.000
damnation,9,0.929
damned,6,0.962
damning,7,0.846
damp,4,1.000
dampen,6,1.000
dampened,8,0.923
dampening,9,0.964
damper,6,1.000
dampness,8,1.000
dams,4,1.000
damsel,6,0.963
Dan,3,1.000
Dana,4,1.000
Dana's,6,0.923
dance,5,1.000
danced,6,1.000
dancelike,9,1.000
dancer,6,1.000
dancers,7,1.000
dances,6,1.000
dancing,7,1.000
dandelion,9,1.000
dandily,7,0.870
dandruff,8,1.000
dandy,5,1.000
Dane,4,0.966
Danes,5,0.926
danger,6,1.000
dangerous,9,1.000
dangerously,11,1.000
dangers,7,1.000
dangle,6,1.000
dangled,7,1.000
dangling,8,1.000
Daniel,6,1.000
Danish,6,1.000
dank,4,0.962
Danny,5,1.000
Dante,5,0.926
Dante's,7,0.963
Danube,6,0.826
Danubian,8,0.722
Daphne,6,0.957
dapper,6,0.962
dapple,6,0.926
dappled,7,0.821
dare,4,1.000
dared,5,0.962
daredevil,9,1.000
dares,5,1.000
daresay,7,0.926
daring,6,0.889
dark,4,1.000
darken,6,1.000
darkened,8,1.000
darkening,9,1.000
darker,6,1.000
darkest,7,0.962
darkhaired,10,1.000
darkly,6,1.000
darkness,8,1.000
darkroom,8,1.000
Darlene,7,1.000
darling,7,0.964
darling's,9,1.000
darn,4,1.000
darned,6,1.000
darning,7,0.929
dart,4,1.000
dartboard,9,1.000
darted,6,1.000
darting,7,0.964
Dartmouth,9,0.889
Darwin,6,1.000
Darwinism,9,1.000
Darwin's,8,1.000
dash,4,1.000
dashboard,9,1.000
dashed,6,1.000
dashes,6,0.963
dashing,7,1.000
data,4,1.000
date,4,1.000
dated,5,1.000
dateline,8,1.000
dates,5,1.000
dating,6,1.000
datum,5,0.720
daub,4,0.654
daubed,6,0.391
daughter,8,1.000
daughters,9,1.000
daughter's,10,1.000
daunt,5,1.000
daunted,7,0.929
daunting,8,1.000
dauntless,9,0.960
dauphin,7,0.640
Dave,4,1.000
Davenport,9,0.964
Dave's,6,0.964
David,5,1.000
David's,7,1.000
dawdle,6,0.846
dawn,4,1.000
dawning,7,1.000
dawns,5,1.000
day,3,1.000
daybed,6,1.000
daybreak,8,1.000
daydream,8,1.000
daydreamed,10,1.000
daydreaming,11,0.964
daylight,8,1.000
daylight's,10,1.000
dayroom,7,1.000
days,4,1.000
day's,5,1.000
daytime,7,1.000
daze,4,1.000
dazed,5,0.964
dazzle,6,1.000
dazzled,7,1.000
dazzles,7,1.000
dazzling,8,1.000
deacon,6,0.960
deacons,7,0.962
deactivated,11,1.000
deactivation,12,0.929
dead,4,1.000
deaden,6,0.778
deadened,8,0.923
deadheads,9,0.962
deadliest,9,0.964
deadline,8,1.000
deadlines,9,0.889
deadliness,10,0.893
deadlock,8,0.964
deadly,6,1.000
deadness,8,1.000
deadpan,7,1.000
deadweight,10,1.000
deadwood,8,1.000
deaf,4,1.000
deafen,6,0.964
deafened,8,0.852
deal,4,1.000
dealer,6,1.000
dealers,7,0.964
dealer's,8,1.000
dealerships,11,1.000
dealing,7,1.000
dealings,8,1.000
deals,5,1.000
dealt,5,0.964
dean,4,1.000
deans,5,1.000
dean's,6,1.000
dear,4,1.000
Dearborn,8,1.000
dearer,6,0.889
dearest,7,1.000
dearie,6,0.857
dearly,6,1.000
dearth,6,0.857
deary,5,0.750
death,5,1.000
deathbed,8,1.000
deathblow,9,0.963
deathly,7,0.960
deaths,6,1.000
deathward,9,0.923
deathwatch,10,0.960
debacle,7,0.720
debark,6,1.000
debarkation,11,0.680
debase,6,0.826
debasement,10,1.000
debatable,9,0.885
debate,6,1.000
debated,7,1.000
debates,7,1.000
debating,8,1.000
debauch,7,0.560
debauchery,10,0.870
debilitate,10,0.810
debilitated,11,0.800
debilitating,12,0.800
debility,8,0.875
debit,5,0.962
debonair,8,0.923
debone,6,0.852
debrief,7,0.926
debris,6,0.963
debt,4,0.926
debtor,6,0.857
debts,5,0.893
debug,5,1.000
debunk,6,1.000
debunking,9,0.964
debut,5,0.923
debutante,9,0.917
debuting,8,0.545
debuts,6,0.870
decade,6,0.964
decadence,9,0.962
decadent,8,0.960
decades,7,0.964
decamp,6,0.875
decant,6,0.619
decanted,8,0.875
decanter,8,0.963
decanting,9,0.815
decapitate,10,0.952
decapitation,12,0.846
decathlon,9,0.800
Decatur,7,0.542
decay,5,1.000
decayed,7,1.000
decaying,8,1.000
decays,6,1.000
decease,7,0.909
deceased,8,0.963
decedent,8,0.708
deceit,6,0.958
deceitful,9,0.926
deceit's,8,0.870
deceive,7,1.000
deceived,8,1.000
deceives,8,1.000
deceiving,9,1.000
decelerate,10,0.958
deceleration,12,0.846
December,8,1.000
decencies,9,0.714
decency,7,1.000
decent,6,0.929
decently,8,0.852
decentralization,16,1.000
decentralize,12,1.000
decentralizing,14,0.920
deception,9,1.000
deceptive,9,1.000
deceptively,11,1.000
decertify,9,1.000
decibel,7,0.893
decide,6,1.000
decided,7,0.963
decidedly,9,0.963
decides,7,1.000
deciding,8,1.000
deciduous,9,0.846
decimal,7,1.000
decimals,8,0.964
decimate,8,0.889
decimation,10,0.864
decipher,8,1.000
decision,8,1.000
decisions,9,1.000
decisive,8,0.963
decisively,10,0.889
decisiveness,12,0.852
deck,4,1.000
decked,6,1.000
deckhand,8,0.964
decking,7,1.000
decks,5,1.000
declaimed,9,0.962
declamation,11,1.000
declamatory,11,0.609
declaration,11,1.000
declarations,12,0.962
declarative,11,0.929
declaratory,11,0.885
declare,7,0.963
declared,8,1.000
declares,8,1.000
declaring,9,1.000
declassification,16,0.962
declassify,10,1.000
declension,10,0.650
declination,11,0.818
declinations,12,0.700
decline,7,1.000
declined,8,1.000
declines,8,1.000
declining,9,1.000
declivity,9,0.571
decode,6,1.000
decolonization,14,0.962
decolonize,10,0.964
decompose,9,0.929
decomposes,10,1.000
decomposing,11,0.893
decomposition,13,0.964
decompress,10,1.000
decompression,13,1.000
decongestant,12,0.958
decontaminate,13,0.727
decontamination,15,0.909
decor,5,1.000
decorate,8,0.964
decorated,9,1.000
decorating,10,1.000
decoration,10,1.000
decorations,11,1.000
decorative,10,0.963
decorativeness,14,0.840
decorator,9,1.000
decorators,10,1.000
decorticated,12,0.200
decorum,7,0.963
decoy,5,0.962
decrease,8,1.000
decreased,9,0.923
decreases,9,1.000
decreasing,10,1.000
decree,6,1.000
decreed,7,1.000
decreeing,9,0.875
decrees,7,0.923
decrement,9,0.818
decrepit,8,0.826
decried,7,0.800
decries,7,0.741
decry,5,0.769
decrying,8,0.926
dedicate,8,0.929
dedicated,9,0.964
dedicates,9,0.926
dedication,10,0.962
deduce,6,1.000
deduced,7,1.000
deducible,9,0.556
deducing,8,0.920
deduct,6,1.000
deducted,8,0.926
deductibility,13,0.923
deductible,10,1.000
deductibles,11,1.000
deducting,9,0.923
deduction,9,0.957
deductions,10,0.964
deductive,9,1.000
deed,4,0.952
deeds,5,1.000
deem,4,1.000
deemed,6,1.000
deeming,7,0.955
deep,4,1.000
deepen,6,1.000
deepened,8,1.000
deepening,9,0.920
deeper,6,1.000
deepest,7,1.000
deeply,6,1.000
deeps,5,0.958
deer,4,1.000
deerskin,8,1.000
deerskins,9,1.000
deerstalker,11,0.964
deface,6,1.000
defacement,10,0.964
defacing,8,1.000
defamation,10,0.926
defame,6,1.000
default,7,1.000
defaulted,9,0.964
defeat,6,1.000
defeated,8,1.000
defeating,9,1.000
defeatism,9,1.000
defeatists,10,0.778
defeats,7,0.960
defecate,8,0.964
defecated,9,0.760
defecation,10,0.750
defect,6,0.962
defection,9,0.929
defective,9,1.000
defector,8,1.000
defects,7,0.929
defence,7,0.800
defend,6,1.000
defendant,9,0.960
defendants,10,1.000
defendant's,11,1.000
defended,8,1.000
defender,8,1.000
defenders,9,1.000
defending,9,0.960
defends,7,1.000
defense,7,1.000
defenseless,11,0.929
defenses,8,0.963
defensible,10,0.963
defensive,9,1.000
defensiveness,13,1.000
defer,5,0.880
deference,9,0.815
deferent,8,0.615
deferential,11,0.917
deferents,9,0.667
deferment,9,1.000
deferments,10,0.885
deferred,8,1.000
deferring,9,0.964
defiance,8,1.000
defiant,7,1.000
deficiencies,12,0.917
deficiency,10,1.000
deficient,9,0.917
deficit,7,0.741
deficits,8,0.875
defied,6,0.963
defile,6,0.963
definable,9,1.000
define,6,1.000
defined,7,0.962
defines,7,1.000
defining,8,1.000
definite,8,1.000
definitely,10,0.929
definition,10,1.000
definitions,11,1.000
definitive,10,0.852
deflate,7,1.000
deflated,8,0.963
deflation,9,0.962
deflect,7,1.000
deflection,10,0.963
deflower,8,0.926
defocusing,10,0.960
deforest,8,1.000
deform,6,1.000
deformation,11,0.958
deformational,13,0.565
deformities,11,1.000
deformity,9,1.000
defraud,7,0.964
defray,6,0.926
defrost,7,1.000
defroster,9,1.000
deft,4,0.964
deftness,8,0.893
defunct,7,0.815
defuse,6,1.000
defy,4,0.964
defying,7,1.000
Degas,5,0.786
degassed,8,0.731
degenerate,10,0.960
degenerated,11,0.962
degeneration,12,0.958
degenerative,12,0.880
degradation,11,0.864
degrade,7,1.000
degraded,8,1.000
degrading,9,1.000
degree,6,0.960
degrees,7,0.966
dehorn,6,0.893
dehumanization,14,1.000
dehumanize,10,1.000
dehumidified,12,0.808
dehydrate,9,1.000
dehydrated,10,0.920
dehydration,11,0.964
deification,11,0.733
deify,5,0.409
deigned,7,0.550
deism,5,0.720
deities,7,0.840
deity,5,0.963
deject,6,1.000
dejected,8,1.000
dejectedly,10,0.852
dejection,9,1.000
Delaware,8,1.000
delay,5,0.964
delayed,7,1.000
delays,6,1.000
delectable,10,0.926
delegate,8,1.000
delegated,9,1.000
delegates,9,1.000
delegating,10,1.000
delegation,10,1.000
delegations,11,1.000
delete,6,1.000
deleterious,11,0.500
deletion,8,0.885
Delhi,5,0.913
deliberate,10,1.000
deliberately,12,1.000
deliberation,12,0.966
deliberations,13,1.000
delicacies,10,0.952
delicacy,8,0.960
delicate,8,0.963
delicately,10,0.926
delicatessen,12,0.808
delicious,9,1.000
deliciously,11,1.000
delight,7,1.000
delighted,9,1.000
delightful,10,1.000
delightfully,12,1.000
delighting,10,0.964
delights,8,1.000
delimit,7,0.760
delimits,8,0.654
delineaments,12,0.471
delineate,9,0.857
delineated,10,0.800
delineating,11,0.773
delineation,11,0.619
delinquency,11,1.000
delinquent,10,1.000
delinquents,11,1.000
delirious,9,1.000
delirium,8,0.962
deliver,7,0.963
deliverance,11,1.000
delivered,9,1.000
delivering,10,1.000
delivers,8,0.964
delivery,8,1.000
deliveryman,11,1.000
dell,4,0.963
dells,5,0.962
delouse,7,0.583
deloused,8,0.692
Delphi,6,0.750
Delphic,7,0.667
delta,5,1.000
deltas,6,1.000
deltoid,7,0.963
deltoids,8,0.964
delude,6,0.929
deluded,7,1.000
deluding,8,0.929
deluge,6,0.692
deluged,7,0.692
delusion,8,1.000
delusory,8,0.455
deluxe,6,1.000
delve,5,0.889
delving,7,0.929
demagnetize,11,0.929
demagnification,15,0.875
demagogue,9,0.435
demagogy,8,0.267
demand,6,1.000
demanded,8,0.966
demander,8,0.857
demanding,9,1.000
demandingly,11,0.885
demands,7,1.000
demarcate,9,0.647
demarcated,10,0.833
demarcation,11,0.714
demean,6,0.833
demeanor,8,1.000
demeans,7,0.640
dement,6,0.833
demented,8,1.000
demerit,7,0.955
demigod,7,0.846
demilitarize,12,0.833
demineralization,16,0.700
demise,6,0.929
demo,4,1.000
demobilization,14,1.000
demobilize,10,1.000
democracies,11,0.929
democracy,9,1.000
Democrat,8,1.000
democratic,10,0.964
democratization,15,0.850
democratize,11,0.560
Democrats,9,1.000
demographer,11,0.800
demographic,11,0.929
demography,10,0.885
demolish,8,0.964
demolished,10,1.000
demolition,10,0.963
demon,5,1.000
demoniac,8,0.692
demonic,7,0.889
demons,6,0.958
demon's,7,1.000
demonstrable,12,0.667
demonstrably,12,0.333
demonstrate,11,1.000
demonstrated,12,0.926
demonstrates,12,1.000
demonstrating,13,1.000
demonstration,13,1.000
demonstrations,14,0.962
demonstrative,13,0.880
demonstratives,14,0.769
demonstrator,12,0.923
demonstrators,13,0.963
demoralization,14,0.964
demoralize,10,1.000
demoralized,11,0.963
demoralizes,11,1.000
demoralizing,12,1.000
demote,6,0.964
demoted,7,1.000
demotion,8,1.000
demure,6,0.893
demystify,9,1.000
demythologize,13,0.333
demythologized,14,0.273
demythologizing,15,0.278
den,3,1.000
denationalize,13,0.909
denatured,9,0.875
denial,6,1.000
denials,7,0.963
denied,6,1.000
denier,6,0.500
denies,6,0.964
denigrate,9,0.706
denigration,11,0.609
denim,5,1.000
denizen,7,0.650
Denmark,7,1.000
Dennis,6,1.000
Denny's,7,1.000
denominate,10,0.905
denominated,11,0.800
denomination,12,0.926
denominational,14,0.952
denominationally,16,0.375
denominations,13,0.920
denomination's,14,0.852
denominator,11,1.000
denominators,12,0.960
denotation,10,0.667
denote,6,0.960
denoted,7,1.000
denotes,7,1.000
denoting,8,0.885
denounce,8,1.000
denounced,9,1.000
denounces,9,0.963
denouncing,10,1.000
dens,4,1.000
dense,5,1.000
densest,7,0.632
densities,9,0.818
densitometry,12,0.300
density,7,0.964
dent,4,1.000
dental,6,1.000
dented,6,0.962
denting,7,0.964
dentist,7,1.000
dentistry,9,0.929
dentists,8,1.000
dentist's,9,0.966
denture,7,0.962
dentures,8,1.000
denunciate,10,0.864
denunciation,12,0.920
denunciations,13,0.870
Denver,6,1.000
Denver's,8,1.000
deny,4,1.000
denying,7,1.000
deodorant,9,0.963
deodorize,9,1.000
depart,6,1.000
departed,8,1.000
departing,9,1.000
department,10,1.000
departmental,12,1.000
departments,11,1.000
department's,12,0.963
departs,7,1.000
departure,9,1.000
departures,10,1.000
depend,6,1.000
dependable,10,1.000
dependant,9,1.000
depended,8,1.000
dependence,10,1.000
dependency,10,1.000
dependent,9,1.000
dependents,10,1.000
depending,9,1.000
depends,7,1.000
depersonalization,17,0.846
depersonalized,14,0.957
depict,6,1.000
depicted,8,1.000
depicting,9,0.958
depiction,9,0.964
depilatory,10,0.818
deplane,7,0.815
deplete,7,0.931
depletion,9,0.962
deplorable,10,1.000
deplorably,10,0.821
deplore,7,0.963
deplored,8,1.000
deplores,8,0.923
deploy,6,1.000
deployed,8,0.963
deploying,9,1.000
deployment,10,1.000
depopulate,10,0.958
depopulation,12,1.000
deport,6,1.000
deportation,11,1.000
deportee,8,0.889
deportees,9,0.840
deportment,10,0.963
depose,6,0.808
deposit,7,1.000
deposited,9,1.000
deposition,10,0.917
depositions,11,0.731
depositor,9,0.962
depositors,10,0.826
depository,10,0.923
deposits,8,1.000
depot,5,0.815
depots,6,0.625
depravation,11,0.885
deprave,7,0.929
depraved,8,1.000
depravities,11,0.579
depravity,9,0.692
deprecate,9,0.727
deprecation,11,0.609
deprecatory,11,0.450
depreciate,10,0.875
depreciation,12,0.920
depreciatory,12,0.611
depredations,12,0.556
depress,7,1.000
depressants,11,0.964
depressed,9,1.000
depresses,9,0.964
depressing,10,1.000
depressingly,12,0.920
depression,10,0.964
depressions,11,1.000
depressive,10,1.000
depressors,10,1.000
deprivation,11,0.926
deprivations,12,1.000
deprive,7,1.000
deprived,8,1.000
depriving,9,1.000
depth,5,1.000
depths,6,1.000
deputies,8,0.963
deputize,8,0.929
deputized,9,0.815
deputy,6,1.000
deputy's,8,0.962
derail,6,1.000
derailment,10,1.000
derails,7,0.963
derange,7,1.000
deranged,8,1.000
derangement,11,0.958
derby,5,0.964
derelict,8,0.778
dereliction,11,0.545
derelicts,9,0.810
deride,6,0.889
derision,8,0.833
derisive,8,0.550
derisively,10,0.789
derisory,8,0.500
derivation,10,0.880
derivations,11,0.750
derivative,10,0.875
derive,6,0.929
derived,7,1.000
derives,7,0.960
deriving,8,1.000
dermatitis,10,0.700
dermatologist,13,1.000
dermatology,11,0.923
derogate,8,0.632
derogatory,10,0.958
derriere,8,0.826
dervish,7,0.560
dervishes,9,0.550
desalinate,10,0.500
desalinize,10,0.529
Descartes,9,0.731
descend,7,0.964
descendant,10,0.923
descendants,11,1.000
descended,9,1.000
descendents,11,1.000
descending,10,1.000
descends,8,0.926
descent,7,0.920
describe,8,0.960
described,9,1.000
describes,9,1.000
describing,10,1.000
description,11,0.963
descriptions,12,0.963
descriptive,11,1.000
desecrate,9,0.833
desecrated,10,0.952
desecration,11,0.765
desegregate,11,0.667
desegregated,12,0.840
desegregation,13,0.680
desensitization,15,0.667
desensitize,11,0.880
desensitized,12,0.880
desert,6,0.833
deserted,8,0.963
deserter,8,1.000
desertion,9,0.909
deserts,7,0.875
deserve,7,0.964
deserved,8,0.964
deserves,8,1.000
deserving,9,1.000
desiccate,9,0.714
design,6,1.000
designate,9,0.960
designated,10,0.963
designates,10,0.815
designating,11,0.920
designation,11,0.963
designations,12,0.889
designed,8,1.000
designer,8,1.000
designers,9,1.000
designer's,10,1.000
designing,9,1.000
designs,7,0.964
desirable,9,1.000
desire,6,1.000
desired,7,1.000
desires,7,0.966
desiring,8,1.000
desirous,8,0.682
desist,6,0.739
desk,4,1.000
desks,5,0.964
deskwork,8,1.000
desolate,8,0.923
desolation,10,0.880
desolations,11,0.917
despair,7,1.000
despairing,10,0.964
despairingly,12,0.964
desperado,9,1.000
desperadoes,11,0.880
desperate,9,0.962
desperately,11,1.000
desperation,11,1.000
despicable,10,0.875
despise,7,0.960
despised,8,1.000
despises,8,0.964
despising,9,1.000
despite,7,1.000
despoil,7,0.821
despoiled,9,0.857
despoilers,10,0.840
despoiling,10,0.920
despondency,11,0.889
despondent,10,0.885
despot,6,0.615
despotic,8,0.840
despotism,9,0.652
despots,7,0.727
dessert,7,0.880
desserts,8,0.760
dessertspoon,12,0.500
destination,11,1.000
destine,7,0.538
destined,8,0.963
destinies,9,0.889
destiny,7,1.000
destitute,9,0.846
destitution,11,0.760
destroy,7,1.000
destroyed,9,0.962
destroyer,9,1.000
destroyers,10,1.000
destroying,10,1.000
destruct,8,0.964
destruction,11,1.000
destructive,11,1.000
desynchronizing,15,0.773
detach,6,1.000
detachable,10,1.000
detached,8,1.000
detachment,10,1.000
detail,6,1.000
detailed,8,1.000
details,7,1.000
detain,6,1.000
detained,8,1.000
detect,6,1.000
detectable,10,1.000
detected,8,1.000
detecting,9,1.000
detection,9,1.000
detective,9,1.000
detectives,10,1.000
detective's,11,0.964
detector,8,1.000
detectors,9,1.000
